class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,population,habitat,
Poisonious,Knobbed,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Knobbed,Fibrous,White,FALSE,None,Free,Crowded,Broad,Gray,Scattered,Grasses,
Poisonious,Knobbed,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Edible,Bell,Smooth,Brown,FALSE,None,Free,Close,Broad,White,Solitary,Woods,
Poisonious,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Edible,Convex,Smooth,Brown,FALSE,None,Free,Close,Broad,White,Solitary,Woods,
Poisonious,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Knobbed,Fibrous,White,FALSE,None,Free,Crowded,Broad,White,Scattered,Grasses,
Poisonious,Flat,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Convex,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Edible,Bell,Smooth,Brown,FALSE,None,Free,Close,Broad,White,Solitary,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Flat,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Bell,Smooth,Brown,FALSE,None,Attached,Close,Broad,Brown,Clustered,Leaves,
Edible,Knobbed,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Pink,Numerous,Grasses,
Poisonious,Knobbed,Scaly,Red,FALSE,Musty,Free,Close,Broad,Yellow,Clustered,Woods,
Poisonious,Knobbed,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Edible,Knobbed,Smooth,Brown,FALSE,None,Attached,Close,Broad,Yellow,Clustered,Leaves,
Poisonious,Flat,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Edible,Knobbed,Fibrous,White,FALSE,None,Free,Crowded,Broad,Pink,Scattered,Grasses,
Edible,Convex,Smooth,Gray,FALSE,None,Free,Crowded,Broad,White,Scattered,Grasses,
Edible,Knobbed,Smooth,Brown,FALSE,None,Attached,Close,Broad,Yellow,Several,Leaves,
Poisonious,Knobbed,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Convex,Smooth,White,FALSE,None,Free,Crowded,Broad,White,Scattered,Grasses,
Edible,Knobbed,Smooth,White,FALSE,None,Free,Crowded,Broad,Gray,Numerous,Grasses,
Edible,Knobbed,Smooth,White,FALSE,None,Free,Crowded,Broad,Pink,Scattered,Grasses,
Poisonious,Knobbed,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Knobbed,Smooth,Gray,FALSE,None,Free,Crowded,Broad,White,Scattered,Grasses,
Edible,Convex,Fibrous,White,FALSE,None,Free,Crowded,Broad,Gray,Scattered,Grasses,
Poisonious,Knobbed,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Edible,Bell,Smooth,White,FALSE,None,Free,Crowded,Broad,Gray,Scattered,Grasses,
Poisonious,Knobbed,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Flat,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Edible,Knobbed,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Pink,Scattered,Grasses,
Edible,Convex,Smooth,White,FALSE,None,Free,Crowded,Broad,White,Numerous,Grasses,
Poisonious,Flat,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Edible,Convex,Fibrous,White,FALSE,None,Free,Crowded,Broad,Gray,Scattered,Grasses,
Edible,Knobbed,Fibrous,White,FALSE,None,Free,Crowded,Broad,Gray,Numerous,Grasses,
Poisonious,Flat,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Edible,Flat,Smooth,Gray,TRUE,None,Free,Close,Broad,White,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Knobbed,Smooth,Brown,FALSE,None,Attached,Close,Broad,Yellow,Clustered,Leaves,
Edible,Convex,Smooth,Brown,FALSE,None,Attached,Close,Broad,Brown,Clustered,Leaves,
Poisonious,Knobbed,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Knobbed,Fibrous,White,FALSE,None,Free,Crowded,Broad,Gray,Numerous,Grasses,
Edible,Knobbed,Smooth,Brown,FALSE,None,Attached,Close,Broad,Orange,Clustered,Leaves,
Poisonious,Knobbed,Scaly,Cinnamon,FALSE,Musty,Free,Close,Broad,White,Clustered,Woods,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Gray,Scattered,Grasses,
Edible,Convex,Smooth,Brown,FALSE,None,Attached,Close,Broad,Brown,Several,Leaves,
Edible,Convex,Smooth,Brown,FALSE,None,Attached,Close,Broad,Yellow,Several,Leaves,
Poisonious,Knobbed,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Knobbed,Fibrous,White,FALSE,None,Free,Crowded,Broad,Pink,Numerous,Grasses,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Gray,Scattered,Grasses,
Edible,Flat,Smooth,Brown,FALSE,None,Attached,Close,Broad,Orange,Several,Leaves,
Poisonious,Knobbed,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Flat,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Knobbed,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Pink,Numerous,Grasses,
Poisonious,Flat,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Knobbed,Smooth,Gray,FALSE,None,Free,Crowded,Broad,White,Scattered,Grasses,
Edible,Bell,Smooth,Brown,FALSE,None,Attached,Close,Broad,Yellow,Clustered,Leaves,
Poisonious,Knobbed,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Convex,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Bell,Smooth,Brown,FALSE,None,Attached,Close,Broad,Orange,Several,Leaves,
Poisonious,Knobbed,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Edible,Convex,Smooth,Pink,TRUE,None,Free,Close,Broad,White,Solitary,Paths,
Poisonious,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Scaly,Brown,FALSE,Musty,Attached,Close,Broad,White,Clustered,Woods,
Poisonious,Knobbed,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Knobbed,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Gray,Scattered,Grasses,
Poisonious,Knobbed,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Flat,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Flat,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Edible,Flat,Smooth,Cinnamon,TRUE,None,Free,Close,Broad,White,Solitary,Paths,
Poisonious,Flat,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Convex,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Edible,Flat,Smooth,Brown,FALSE,None,Attached,Close,Broad,Yellow,Clustered,Leaves,
Poisonious,Flat,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Bell,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,White,Scattered,Grasses,
Poisonious,Knobbed,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Knobbed,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Gray,Numerous,Grasses,
Edible,Flat,Smooth,Brown,FALSE,None,Attached,Close,Broad,Brown,Several,Leaves,
Poisonious,Flat,Scaly,Brown,FALSE,Musty,Free,Close,Broad,White,Clustered,Woods,
Poisonious,Knobbed,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Gray,Numerous,Grasses,
Poisonious,Knobbed,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Scaly,Cinnamon,FALSE,Musty,Attached,Close,Broad,Yellow,Clustered,Woods,
Poisonious,Knobbed,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Bell,Smooth,White,FALSE,None,Free,Crowded,Broad,Pink,Scattered,Grasses,
Poisonious,Knobbed,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Flat,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Edible,Bell,Fibrous,White,FALSE,None,Free,Crowded,Broad,White,Numerous,Grasses,
Poisonious,Knobbed,Scaly,Brown,FALSE,Musty,Attached,Close,Broad,White,Clustered,Woods,
Poisonious,Flat,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Convex,Scaly,Gray,TRUE,None,Free,Close,Broad,White,Several,Paths,
Poisonious,Flat,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Knobbed,Fibrous,White,FALSE,None,Free,Crowded,Broad,White,Numerous,Grasses,
Poisonious,Convex,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Edible,Knobbed,Smooth,White,FALSE,None,Free,Crowded,Broad,White,Numerous,Grasses,
Poisonious,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Flat,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Flat,Smooth,Brown,FALSE,None,Attached,Close,Broad,Brown,Several,Leaves,
Poisonious,Flat,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Bell,Smooth,Brown,FALSE,None,Attached,Close,Broad,Orange,Several,Leaves,
Edible,Knobbed,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Pink,Scattered,Grasses,
Edible,Convex,Smooth,Brown,FALSE,None,Attached,Close,Broad,Brown,Several,Leaves,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Pink,Numerous,Grasses,
Poisonious,Knobbed,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Flat,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Bell,Smooth,White,FALSE,None,Free,Crowded,Broad,Pink,Numerous,Grasses,
Poisonious,Flat,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Edible,Bell,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Pink,Numerous,Grasses,
Poisonious,Convex,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Scaly,Cinnamon,FALSE,Musty,Free,Close,Broad,White,Clustered,Woods,
Poisonious,Flat,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Flat,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Edible,Knobbed,Smooth,Gray,FALSE,None,Free,Crowded,Broad,White,Scattered,Grasses,
Poisonious,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Bell,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Gray,Numerous,Grasses,
Poisonious,Convex,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Edible,Bell,Smooth,Gray,FALSE,None,Free,Crowded,Broad,White,Scattered,Grasses,
Poisonious,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Flat,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Flat,Scaly,Brown,FALSE,Musty,Free,Close,Broad,Yellow,Clustered,Woods,
Edible,Bell,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Gray,Scattered,Grasses,
Poisonious,Flat,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Knobbed,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Pink,Numerous,Grasses,
Poisonious,Knobbed,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Bell,Smooth,Brown,FALSE,None,Attached,Close,Broad,Yellow,Clustered,Leaves,
Poisonious,Knobbed,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Convex,Smooth,Brown,FALSE,None,Attached,Close,Broad,Brown,Clustered,Leaves,
Poisonious,Knobbed,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Flat,Scaly,Cinnamon,TRUE,None,Free,Close,Broad,White,Solitary,Paths,
Edible,Flat,Smooth,Brown,FALSE,None,Attached,Close,Broad,Brown,Clustered,Leaves,
Edible,Bell,Smooth,White,FALSE,None,Free,Crowded,Broad,Gray,Numerous,Grasses,
Poisonious,Knobbed,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Bell,Smooth,Gray,FALSE,None,Free,Crowded,Broad,White,Numerous,Grasses,
Poisonious,Knobbed,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Woods,
Edible,Convex,Smooth,Brown,FALSE,None,Attached,Close,Broad,Orange,Clustered,Leaves,
Poisonious,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Flat,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Edible,Knobbed,Scaly,Brown,FALSE,None,Free,Close,Broad,White,Solitary,Woods,
Poisonious,Flat,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Poisonious,Knobbed,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Flat,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Flat,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Edible,Knobbed,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,White,Numerous,Grasses,
Poisonious,Knobbed,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
Edible,Bell,Fibrous,White,FALSE,None,Free,Crowded,Broad,Pink,Scattered,Grasses,
Poisonious,Knobbed,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Convex,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Pink,Numerous,Grasses,
Edible,Knobbed,Smooth,Brown,FALSE,None,Attached,Close,Broad,Yellow,Clustered,Leaves,
Poisonious,Knobbed,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Knobbed,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Gray,Numerous,Grasses,
Poisonious,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Convex,Fibrous,White,FALSE,None,Free,Crowded,Broad,Gray,Numerous,Grasses,
Poisonious,Knobbed,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Poisonious,Knobbed,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Edible,Knobbed,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Gray,Numerous,Grasses,
Poisonious,Knobbed,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Several,Leaves,
Edible,Convex,Smooth,Gray,FALSE,None,Free,Crowded,Broad,White,Numerous,Grasses,
Edible,Flat,Smooth,Brown,FALSE,None,Attached,Close,Broad,Yellow,Several,Leaves,
Edible,Knobbed,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Gray,Numerous,Grasses,
Poisonious,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Several,Paths,
Poisonious,Knobbed,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Several,Woods,
